"Nº de registo";"Data da alteração";"Denominação";"Nº de contribuinte";"Marcas";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Concelho)";"Localização (Distrito)";"ERT/DRT";"NUT II";"NUT III";"Contacto (Telef/Telem.)";"Contacto (Email)"
" 6798";;"JLGonçalves, Lda";"514230096";;"Largo de São Bento, nº 21";"9700-180";"Angra do Heroísmo";"Angra do Heroísmo";"Ilha Terceira";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"295216523";"viagens@zenitravel.com"
" 6548";;"JMGR Services, Lda";"514061561";;"Praça Olegário Mariano n.1 3.Esq.";"1170-278";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"967357449";"jmgrserviceslda@gmail.com"
" 2481";"2016-06-07";"Joana e Teixeira - Agência de Viagens e Turismo, Lda.";"506933610";;"Av Principal, 5186 r/c - Edifício Parque dos Duques";"4535-014";"Lourosa";"Santa Maria da Feira";"Aveiro";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"+351 256318183";"lourosa@odisseiatravel.com"
" 6100";"2016-12-19";"Joana Gonçalves Sousa, Unipessoal Lda";"513811478";"Mercado das Viagens";"Praça Dr. Luís, nº78 R/C Esq";"4590-529";"Paços de Ferreira";"Paços de Ferreira";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Tâmega e Sousa";"933326324";"sergiob6@gmail.com"
" 3368";"2017-05-29";"JOANA SANTOS - TRAVEL, UNIPESSOAL.LDA";"510196675";"EASYGO HOLYDAYS";"RUA DA BARRANCO 44";"8400-508";"Carvoeiro Lga";"Lagoa";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282 359050, 282 089375, 282 081465";"geral@jstravel-algarve.com, geral@jstravel-algarve.com, geral@jstravel-algarve.com"
" 4400";"2017-01-06";"João &amp; Pedro Carvalho Lda";"510941826";;"Av Atlântico Edifício Panoramic Lote 1.19.02A, 14º Piso - Escritório 8";"1990-019";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"961232303";"joao.carvalho@worldtravel.com.pt"
" 6749";;"João David Mourinho Tavares Gois";"241089905";"THE HOLIDAYS EMPIRE";"Rua Grota do sul, nº 1";"3080-514";"Figueira da Foz";"Figueira da Foz";"Coimbra";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Coimbra";"913093220";"theholidaysempire@gmail.com"
" 4556";"2016-12-23";"JOÃO DOMINGUES RIBEIRO";"124543316";;"Rua Afonso de albuquerque, 94";"3830-574";"Gafanha da Nazaré";"Ílhavo";"Aveiro";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Aveiro";"966337917";"maria@paraboa.pt"
" 3419";"2017-04-11";"João Eugénio &amp; Clotilde, Lda";"500546312";;"Largo de S. Vicente, n.º 9";"8650-408";"Vila do Bispo";"Vila do Bispo";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"917232869";"andre_20vb@hotmail.com"
" 4397";"2016-01-06";"João Gonçalves, Unipessoal, Lda.";"512083983";;"Rua da Rosa, 12";"9700-171";"Angra do Heroísmo";"Angra do Heroísmo";"Ilha Terceira";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"295216523";"viagens@zenitravel.com"
" 3385";"2015-03-06";"João José Arroja Inácio";"137749406";"AQUAGO";"urb.Surfal rua:cross das amendoeiras em flor lote 59A 1ºdto letra F";"8200-252";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"964563288";"joinacio@gmail.com"
" 5387";;"João Lima &amp; Jovina, Lda";"505265079";;"Rua Conde de Rio Maior, n.º 16, 2.º Esq.";"2740-037";"Porto Salvo";"Oeiras";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"914830076";"taxis.linha.estoril@iol.pt"
" 6890";;"joão nuno de jesus de oliveira baptista";"200340379";;"urb. mar e serra, lote 30- 1ºdto";"8500-783";"Alvor";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"961672438";"jnjob@sapo.pt"
" 5067";"2015-06-24";"João Paulo Gomes de Oliveira";"216427401";"Portugueses em Viagem : Viagens e Expedições";"Rua do Estuário, 147, 1Fte";"2890-130";"Alcochete";"Alcochete";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"+351915865266";"emviagem@hotmail.com"
" 5089";"2017-01-20";"João Paulo Mano Ponces Correia";"234207868";;"Rua Artur Luís Barbosa nº15 2º esquerdo";"4460-245";"Senhora da Hora";"Matosinhos";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"911122876";"joaoponcescorreia@gmail.com"
" 4186";;"JOÃO PAULO MARTA, UNIPESSOAL, LDA";"510772811";;"Rua dos Micanos, nº18";"8700-443";"Olhão";"Olhão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"966145435";"jpaulomarta@sapo.pt"
" 6353";"2017-06-16";"João Sousa Caracol";"204051533";;"Barca do Lago";"8125-423";"Quarteira";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"930500800";"j.caracol@gmail.com"
" 2153";"2013-04-18";"Joaquim Madureira - Viagens e Turismo, Lda.";"503539686";;"Rua do Heroísmo, 392";"4300-257";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"225899150";"info@madureiraviagens.com"
" 3399";"2017-06-07";"Joaquim Pestana,sociedade unipessoal lda";"510198368";;"pract. Qta. Serrado da Igreja, nº2-3ºesq";"2845-437";"Amora";"Seixal";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"934750247";"jptoursportugal@gmail.com"
" 6642";;"Joaquim Prudêncio Leitão Vinagre";"192982451";;"Rua Numidico Bessone nº 2- 4º Dtº";"2770-128";"Paço de Arcos";"Oeiras";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"914345586";"quimvinagre@yahoo.fr"
" 5943";"2016-10-10";"JOFICARTOUR - ANIMAÇÃO TURÍSTICA, LDA";"505656086";;"Avª Engº Adelino Amaro da Costa nº 189, Ed.Central Office Escritório 2";"2750-279";"Cascais";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"938898912";"joficartour@gmail.com"
" 4767";"2014-12-19";"Jorge &amp; Filipa Mendonça - Agencia de Viagens e Turismo Lda";"513130179";"Globaltours";"Rua Prof Rocha Pereira nº 132";"4250-007";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"919139520";"filipa@globaltours.pt"
" 6302";"2017-05-30";"Jorge e Varatojo - Viagens e Turismo lda";"513900829";;"Estrada do Picheleiro nº694 Vale de Frade - Barosa";"2400-493";"Leiria";"Leiria";"Leiria";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Região de Leiria";"913831800";"cabvaratojo@gmail.com"
" 4545";"2017-04-05";"Jorge Manuel Dias Félix Rosa";"167130099";;"RUA VALE FORMOSO- EDF. POÇO NOVO BLOCO C-3ºF ";"8135-148";"Almancil";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"914110006";"jorgero@sapo.pt"
" 6362";"2017-05-30";"Jorge Paulo Belo Garvão";"193198037";"The Algarve Traveller, Enjoy Life";"Rua Fernão de Magalhães Lote 8 c/v 303";"8200-129";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"929032522";"jorgegarvao@gmail.com"
" 6709";;"José António Barão Machado Rodrigues";"196840040";"Caminhando";"Rua da Ribatejana, 7  - Urb. de Á-de-Freire";"2600-857";"São João dos Montes";"Vila Franca de Xira";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"966589269";"ze.alhandra@gmail.com"
" 4786";;"José António Correia Camacho";"180979701";;"R José Saramago Nº 7";"8005-181";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"967143030";"info@att-transfers.com"
" 5360";;"Jose Armandino Monteiro de Sousa Rodrigues";"197860141";;"Rua da Alegria n 164";"4000-033";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"919998803";"rodriguesjose4@gmail.com"
" 6665";;"José Aurélio da S Carvalho, Unipessoal Lda";"511216157";;"Urbanização Centro Mar Lote 1 Entrada 20 3 A";"9000-103";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"917762129";"jcaurelios@gmail.com"
" 6853";;"jose bernardino guerreiro oliveira santos";"177011831";;"Rua Rei Dom Manuel I 28 4 Estradas";"8500-076";"Portimão";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"914921105";"josegurreiro@hotmail.com"
" 6892";;"José Clodoaldo da Silva";"263034453";;"Rua do Golfe - Quinta dos Brejos - Porta C32";"8200-047";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"927717161";"brtransfersalgarve@gmail.com"
" 4503";"2017-02-13";"JOSE CORREIA PEIXOTO &amp; FILHO LDA";"501090886";;"R JOÃO BENTES CASTELO BRANCO 10";"8400-367";"Lagoa";"Lagoa";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"962765182";"rik.rik@sapo.pt"
" 3952";;"José Francisco do Rego Palma Mendes";"105463086";;"Patã de Baixo, caixa postal 101";"8200-592";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"967009558";"mbus@sapo.pt"
" 6718";;"JOSÉ JOAQUIM VIEGAS PACHECO";"120958716";;"Urbanização Municipal, Lote 2";"8670-230";"Bordeira";"Aljezur";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"962777720";"taxicarr@gmail.com"
" 4076";"2017-06-26";"José Manuel Duarte Marreiros";"124756662";"Algarve Transfer Link";"Caminho do Pinhal Lote 2-2ºesq. Olhos de Água ";"8200-636";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"933448971";"marreirosjose@hotmail.com"
" 4017";;"José Manuel Guerreiro Custódio";"185523510";;"Est Sta Eulália - Oura Casa Branca - Lte 6 Aptmento 217";"8200-269";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"967298936";"jguerreirocustdio@gmail.com"
" 6778";;"José Miguel Romão dos Santos";"199721343";;"Rua Eugénio Andrade Lote 2, 1º Esq";"8500-396";"Portimão";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"917596970";"miguelsantos72@gmail.com"
" 6864";;"JOSE PEDRO DA  PIEDADE DA PONTE";"206518650";;"RUA ENGENHEIRO JOSÉ CAMPOS COROA LOTE 22 R/C C ";"8000-340";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"914194826";"pedroponte00@gmail.com"
" 3605";"2016-12-16";"JOSÉ TORRES TELES &amp; FILHOS, LDA.";"512006334";;"RUA DA RÉPUBLICA, 136/138";"9700-191";"Angra do Heroísmo";"Angra do Heroísmo";"Ilha Terceira";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"295213246, 295512044";"tta.angra@telestravel.com, tta.praia@telestravel.com"
" 5323";"2016-08-22";"Josef Steininger-Unipessoal, Lda";"509641245";;"Rua Luis Soares de Sousa n.º 54";"9500-217";"Ponta Delgada";"Ponta Delgada";"Ilha de São Miguel";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"916723437";"seppsteininger@hotmail.com"
" 6666";;"JPP CHAUFFEURS, LDA";"514190051";;"Praceta Tivoli, Edifício Tália, loja 3";"8125-410";"Quarteira";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"917629447";"info@jc-properties.com"
" 4844";"2017-02-21";"JPTO - BIKE IN PORTUGAL, LDA";"510795811";;"Quinta de S. João - Escatelares";"7540-061";"Santiago do Cacém";"Santiago do Cacém";"Setúbal";"TURISMO DO ALENTEJO LITORAL";"Alentejo";"Alentejo Litoral";"917778108";"teresa.uva@bikeinportugal.pt"
" 1973";"2013-03-01";"JR -  Viagens e Turismo, Lda.";"501459286";;"Praça da Sé, 15";"5300-265";"Bragança";"Bragança";"Bragança";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Terras de Trás-os-Montes ";"273326211";"jr@viagensonline.pt"
" 2575";"2016-12-21";"Júlia Liberal - Viagens e Turismo, Unipessoal, Lda.";"507617770";;"Rua de Santa Luzia, Edificio Pombal Shopping, 18, Loja 0.07";"3100-483";"Pombal";"Pombal";"Leiria";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Região de Leiria";"236207420";"liberal.viagens@mail.telepac.pt"
" 2597";"2017-07-20";"Jump To The World - Unipessoal, Lda.";"507664051";"jump travel, aventura kds";"Rua Guilhermina Suggia, 33c";"2725-058";"Mem Martins";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"219209131";"rui.silva@jump.pt"
" 4359";;"Jumpy Little Monkey - Agência de viagens e turismo unipessoal, Lda";"510905277";;"Rua Lopo de Sarrea nº13 , 1º";"8100-600";"Loulé";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"968572064";"patricia_maia1@hotmail.com"
" 5479";"2017-05-04";"JUST COME- PROGRAMAS TURÍSTICOS, UNIPESSOAL LDA";"513518142";"JUST COME";"Rua DR. SIMÕES JUNIOR, Nº44";"4540-136";"Arouca";"Arouca";"Aveiro";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"916965147";"joana.nunes2386@gmail.com"
" 2376";"2016-12-20";"Just Go - Viagens e Turismo, Lda.";"505606550";"BEST TRAVEL";"Rua António Alves Ferreira, Arena Shopping, Loja 1030, Piso 1";"2560-256";"Torres Vedras";"Torres Vedras";"Lisboa";"TURISMO DO OESTE";"Centro";"Oeste";"261339020";"arenashopping@besttravel.pt"
" 2835";"2017-07-21";"Just Travel Agência de Viagens e Turismo, Lda.";"509282270";;"Av Afonso Henriques, Edificio a Fábrica, Lote C - Loja I ";"8500-502";"Portimão";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282485658";"geral@just-travel.pt"
" 2335";"2016-12-23";"Juventours - Agência de Viagens e Turismo Lda";"505041464";"WEPLAN, WEPLAN";"Avenida de Berna, nº42, 1º Esq.";"1050-042";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"210155650";"margaridagodinho@juventoursviagens.com"
" 4343";"2015-03-27";"KALANDULA - Viagens e Turismo, Lda";"510874908";;"Avenida da Republica, 676 sala 1.6";"4430-189";"Vila Nova de Gaia";"Vila Nova de Gaia";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"912951945";"geral@kalandulavitur.com"
" 4426";"2017-03-02";"KAMI FOR TRAVEL - VIAGENS E TURISMO, UNIPESSOAL LDA";"513002936";;"Calçada dos Mestres, nº 56, Loja A, Sala 1";"1070-179";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"214012438, 935712448";"geral@kamifortravel.pt, catiacosta@kamifortravel.pt"
" 6290";"2017-05-22";"Kargo Turizm Filmcilik Ticaret LTD Sirketi - Sucursal em Portugal";"980554179";;"Urbanização Quinta do Romão, Lote AM2, R/C - F";"8125-301";"Quarteira";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289052807";"portugal@bilyanagolf.com"
" 1929";"2017-01-06";"Key2fly - Viagens e Turismo, Lda.";"501709118";;"Rua Azevedo de Magalhães, 314";"4430-022";"Vila Nova de Gaia";"Vila Nova de Gaia";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"351 223775100, 351 223775100";"geral@rcvviagens.webside.pt;mdonaria@rcvviagens.pt, key2flyviagens@gmail.com"
" 2863";"2016-10-12";"KJBMF Lda";"509150209";"XTRAVEL PURE FUN";"Rua sarmento beires nº280 hb 3.8";"4250-448";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"216058389";"filipe.paulino@xtravel.pt"
" 6820";;"KMG - Mobilidade Urbana, SA";"508441544";;"Largo Rafael Bordalo Pinheiro, 16";"1200-369";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"915623588";"kmg.central@gmail.com"
" 4181";;"Koleen Lda";"509356230";;"Praceta Bartolomeu Dias, nº 290, r/? dt., Cerrado da Praia";"2890-138";"Alcochete";"Alcochete";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"939727488";"kalinkinan@yahoo.com"
" 4701";"2017-05-31";"KOOLNUMBER - LDA";"510619738";;"Rua Clementino Baeta, lote 26, Patacão";"8005-326";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"919357572";"jorgesancho@sapo.pt"
" 6216";;"Kuoni Portugal Lda";"513887458";;"rua Duque de Palmela nº 30 - 3ºD";"1250-098";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"938412527";"Kuoniportugal@gmail.com"
" 5156";"2017-08-14";"Kwela Europa Lda";"509428843";;"Rua Antero de Quental nº8 - 4º Dtº";"2790-020";"Carnaxide";"Oeiras";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"211358688";"Info@kwelaeuropa.pt"
" 2082";"2017-06-21";"L &amp; A Agência de Viagens  e Turismo Lda";"503223719";;"Praça da Republica,2, Centro Comercial da Ericeira, Loja 12";"2655-347";"Ericeira";"Mafra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"261864550";"lea.viagens@net.novis.pt"
" 1888";"2016-10-04";"L J Lima Júnior-Viagens e Turismo Lda";"501405798";;"Largo da Vitória, 3 - Apart. 4";"5100-149";"Lamego";"Lamego";"Viseu";"TURISMO DO DOURO";"Norte";"Douro";"+351254609020";"limajunior@mail.telepac.pt"
" 1877";"2017-05-17";"L. F. - Viagens e Turismo, Lda.";"501338462";;"Ponte das Três Entradas";"3400-731";"São Sebastião da Feira";"Oliveira do Hospital";"Coimbra";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Coimbra";"2390854537";"lfviagens@gmail.com"
" 2812";"2017-07-11";"L. Todi - Agência de Viagens, Lda.";"508961947";;"Rua 31 de Janeiro 93 D";"2500-118";"Caldas da Rainha";"Caldas da Rainha";"Leiria";"TURISMO DO OESTE";"Centro";"Oeste";"262838123";"j.monteiro@luisatodi.com"
" 6974";;"L9TD - VIAGENS E TURISMO. LDA";"514399007";"LONGITUDE9 VIAGENS";"Rua Mato das Cruzadas, 7-C";"2710-701";"Sintra";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"916422264";"joao.mateus@longitude9.com"
" 2351";"2017-03-21";"Lagmundo - Agência de Viagens , Lda.";"503162884";;"Rua Cândido dos Reis, 104 - R/C";"8600-681";"Lagos";"Lagos";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282764220";"agencia@lagmundo.com"
" 4263";;"Lagorent Rent a Car Lda";"504995804";;"Av. Dos Decobrimentos nr 43 loja D";"8600-645";"Lagos";"Lagos";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282762467";"info@lagorent.com"
" 6635";;"LAMA COMPANY AND SERVICES, LDA";"514174269";;"RUA DOS BALDAQUES, N58 CAVE DIREITA";"1900-085";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"218120077";"LAMACOMPANY2016@GMAIL.COM"
" 2550";"2017-05-24";"Lanstours - Agência de Viagens e Turismo, Lda.";"507103637";;"Av da República, 1466";"4430-193";"Vila Nova de Gaia";"Vila Nova de Gaia";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"223716056";"geral@lanstours.com"
" 2724";"2017-01-03";"Latincity, Lda.";"508467721";"LATIN TRAVEL";"Av de Brasília, 31A e 31C";"2780-209";"Oeiras";"Oeiras";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"210939915";"geral@latintravel.pt"
" 4204";;"LazerMar - Agencia de Viagens, Lda";"511089597";;"Sitio dos Saloes - Porto Santo";"9400-166";"Porto Santo";"Porto Santo";"Ilha de Porto Santo";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"926700471";"lazermar@sapo.pt"
" 3961";"2017-05-30";"LAZORICA, LDA";"510542638";;"Rua Duarte Borges, n.º 50.º, 1.º Dto";"9500-719";"Ponta Delgada";"Ponta Delgada";"Ilha de São Miguel";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"296385633";"geral@lazorica.pt"
" 6952";;"LB2GO - Agência de Viagens e Turismo Unipessoal, Lda.";"514383470";;"A.Gorgel do Amaral Nº 12  3ºEsq.";"2720-268";"Amadora";"Amadora";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"962907128";"lfb_1980@hotmail.com"
" 6493";;"LBBTUR AGÊNCIA DE VIAGENS E TURISMO, UNIPESSOAL LDA";"513958177";;"Praceta Serra de Baixo, Nº 4 B ";"2725-142";"Mem Martins";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"005511981551270";"luca@lbbtur.com.br"
" 5895";"2017-02-07";"LEADING - ORGANIZAÇÃO DE CONGRESSOS E GESTÃO, LDA";"507370678";;"Rua Diogo Couto, 1B";"2799-537";"Linda A Velha";"Oeiras";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"217712634";"jp.oliveira@leading.pt"
" 2678";"2017-02-17";"Leavingtours - Agência de Viagens, Lda.";"508208955";;"Rua Fernão Lopes lote 5, 1º piso -  gabinete 1";"2765-091";"Estoril";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"214575450";"antonioalverca@leavingtours.com"
" 5990";"2017-04-06";"Legendary Travel, Lda";"513702652";;"Rua Nova do Vale da Ajuda, Edifício Golden Star, Bloco B, 41";"9000-720";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"910501626";"info@legendarymadeira.com"
" 6576";;"Legendas e Percursos Unipessoal Lda";"513682872";;"Rua da Ponte Nova, Nº15A Fracção D";"2440-046";"Batalha";"Batalha";"Leiria";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Região de Leiria";"917073367";"renatolegendasepercursos@gmail.com"
" 3942";"2017-03-23";"Legendaventura lda";"510433596";"Legendary Adventure";"Rua Emissor Regional do Sul, Bloco D, Loja 3";"8000-338";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"960170789";"henrique@legendatours.com"
" 4738";"2016-11-18";"Léguameridiano - Agência de Viagens, S.A.";"510301126";"Campeão D'Ouro";"Avenida Santos Dumont, 53 - 7º";"1050-202";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"+351218878258, +351217655511, +351252647452";"geral@campeaodouro.pt, geral@campeaodouro.pt, geral@campeaodouro.pt"
" 6065";"2016-12-02";"Léguas Curiosas, Unipessoal, Lda.";"513690379";;"Rua José Magalhães Godinho, nº6, 3ºesq.";"2685-343";"Prior Velho";"Loures";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"919005985";"leguascuriosas@gmail.com"
" 4444";"2017-02-20";"Leguas e Cardeais - Unipessoal Lda";"510752950";;"Praça da Republica, nr 302";"4610-116";"Felgueiras";"Felgueiras";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Tâmega e Sousa";"963912184";"luisa.p.soares@hotmail.com"
" 4134";;"LEGUATROPICAL VIAGENS E TURISMO LDA";"510394426";;"Avenida Eng. Engrácia Carrilho nº 21";"3510-014";"Viseu";"Viseu";"Viseu";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região Viseu - Dão Lafões";"232471151";"geral@officetravel.pt"
" 2069";"2016-12-23";"Leiriviagem - Viagens e Turismo, Lda.";"503127825";;"Rua S. Francisco, 8, Centro Comercial S. Francisco, Loja 7";"2400-230";"Leiria";"Leiria";"Leiria";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Região de Leiria";"244830310";"marco.velez@leiriviagem.pt"
